Species,col_mpa,col_2bp,Group,Color
UBA4285_sp900542465,0.0003888,0,s11_14,(WMS)MPA only
UMGS1907_sp004151455,0,0.002652748,s11_14,(WMS)2bRAD-M only
UMGS1907_sp900555945,0,0.001013057,s11_14,(WMS)2bRAD-M only
Veillonella_atypica,0.002107239,0.003556268,s11_14,shared
Veillonella_dispar,0,0.006457657,s11_14,(WMS)2bRAD-M only
Veillonella_dispar_A,0,0.008254067,s11_14,(WMS)2bRAD-M only
Veillonella_nakazawae,0.011276105,0,s11_14,(WMS)MPA only
Veillonella_parvula_A,0.006589392,0.007773201,s11_14,shared
Veillonella_rogosae,0.00260127,0.002787988,s11_14,shared
Veillonella_sp900545205,0,0.010166005,s11_14,(WMS)2bRAD-M only
Veillonella_sp900757715,0,0.001518092,s11_14,(WMS)2bRAD-M only
Veillonella_tobetsuensis,0,0.000778893,s11_14,(WMS)2bRAD-M only
W11650_sp002999035,8.74E-05,0.000787168,s11_14,shared
Actinomyces_graevenitzii,0.000346961,0.000836348,s11_2,shared
Actinomyces_naeslundii,0,0.000326272,s11_2,(WMS)2bRAD-M only
Actinomyces_oris,0,0.000870556,s11_2,(WMS)2bRAD-M only
Actinomyces_oris_B,0,0.000313994,s11_2,(WMS)2bRAD-M only
Actinomyces_oris_C,0,0.000263091,s11_2,(WMS)2bRAD-M only
Aggregatibacter_aphrophilus,0,0.001001178,s11_2,(WMS)2bRAD-M only
Aggregatibacter_segnis,0.018838115,0.012617803,s11_2,shared
Aggregatibacter_segnis_A,0,0.006063284,s11_2,(WMS)2bRAD-M only
Aggregatibacter_sp000466335,0.007462364,0.003494945,s11_2,shared
Allisonella_pneumosintes,0.000633062,0,s11_2,(WMS)MPA only
Alloprevotella_rava,0,0.000448666,s11_2,(WMS)2bRAD-M only
Alloprevotella_sp003639005,0.000480702,0,s11_2,(WMS)MPA only
Alloprevotella_sp015257125,0.00196313,0,s11_2,(WMS)MPA only
Alloprevotella_sp900095835,0.002232421,0,s11_2,(WMS)MPA only
Alloprevotella_sp905371275,0.019195077,0,s11_2,(WMS)MPA only
Alloprevotella_tannerae,0.01059118,0.008836265,s11_2,shared
Anaeroglobus_geminatus,0,0.000373224,s11_2,(WMS)2bRAD-M only
Arachnia_propionica,0,0.000710377,s11_2,(WMS)2bRAD-M only
Arachnia_sp013333735,0,0.000534001,s11_2,(WMS)2bRAD-M only
Arachnia_sp013333945,0.00049698,0.000854431,s11_2,shared
Arachnia_sp900607225,0,0.0001917,s11_2,(WMS)2bRAD-M only
Bacillus_A_bombysepticus,0,0.000410753,s11_2,(WMS)2bRAD-M only
Bacteroides_D_periocalifornicus,0,0.000368939,s11_2,(WMS)2bRAD-M only
Bulleidia_extructa,0.001463916,0.002256365,s11_2,shared
Bulleidia_moorei,0,0.00080082,s11_2,(WMS)2bRAD-M only
Bulleidia_sp015256455,0.000277909,0,s11_2,(WMS)MPA only
Campylobacter_A_rectus,0.025790306,0.017179724,s11_2,shared
Campylobacter_A_showae_A,0,0.000995815,s11_2,(WMS)2bRAD-M only
Campylobacter_A_showae_B,0,0.000525686,s11_2,(WMS)2bRAD-M only
Campylobacter_A_showae_E,0,0.000711272,s11_2,(WMS)2bRAD-M only
Campylobacter_B_gracilis,0.000181194,0,s11_2,(WMS)MPA only
Capnocytophaga_endodontalis,0,0.000534373,s11_2,(WMS)2bRAD-M only
Capnocytophaga_gingivalis,0.001177495,0.0021678,s11_2,shared
Capnocytophaga_leadbetteri,0.000110653,0.000734851,s11_2,shared
Capnocytophaga_ochracea,0.000952572,0.002037713,s11_2,shared
Capnocytophaga_sputigena,0.001099932,0.005166516,s11_2,shared
Cardiobacterium_hominis,0.001222608,0.002036931,s11_2,shared
Centipeda_infelix,0,0.000144689,s11_2,(WMS)2bRAD-M only
Centipeda_noxia,0,0.000358265,s11_2,(WMS)2bRAD-M only
Centipeda_sp001683335,0,0.000112237,s11_2,(WMS)2bRAD-M only
Corynebacterium_durum,6.30E-05,0.000887011,s11_2,shared
Corynebacterium_matruchotii,0.000578161,0.00128864,s11_2,shared
Desulfobulbus_oralis,0.00192121,0.002337074,s11_2,shared
Dialister_invisus,0.001152173,0.002409621,s11_2,shared
Eikenella_corrodens,0.000354515,0.001051464,s11_2,shared
Eubacterium_A_nodatum,0,0.008208405,s11_2,(WMS)2bRAD-M only
Eubacterium_B_infirmum,0,0.000940152,s11_2,(WMS)2bRAD-M only
Eubacterium_M_brachy,0.006690135,0.006510601,s11_2,shared
Eubacterium_N_saphenum,0.022941527,0.020436552,s11_2,shared
F0040_sp000318095,0,0.001429365,s11_2,(WMS)2bRAD-M only
F0040_sp003639005,0,0.001272795,s11_2,(WMS)2bRAD-M only
F0040_sp900095835,0,0.003242013,s11_2,(WMS)2bRAD-M only
F0058_sp000163695,0.003834121,0.00297572,s11_2,shared
F0422_sp003992015,0,0.002793806,s11_2,(WMS)2bRAD-M only
F0422_sp003999875,0.000123633,0,s11_2,(WMS)MPA only
Filifactor_alocis,0.023246674,0.020154143,s11_2,shared
Flexilinea_sp001717545,0,0.000725961,s11_2,(WMS)2bRAD-M only
Fretibacterium_fastidiosum,0.002764193,0.003134865,s11_2,shared
Fretibacterium_sp003860125,0,0.000300524,s11_2,(WMS)2bRAD-M only
Fusobacterium_animalis,0.003870509,0,s11_2,(WMS)MPA only
Fusobacterium_nucleatum,0.001299533,0,s11_2,(WMS)MPA only
Fusobacterium_nucleatum_J,0.038908414,0.021111273,s11_2,shared
Fusobacterium_polymorphum,0.003325544,0,s11_2,(WMS)MPA only
Fusobacterium_pseudoperiodonticum,0.023354667,0.023173171,s11_2,shared
Fusobacterium_vincentii,0.032188701,0.037495237,s11_2,shared
Gemella_morbillorum,0.001514986,0,s11_2,(WMS)MPA only
Gemella_sanguinis,0.006310298,0.006500539,s11_2,shared
GN02-873_sp003260345,3.90E-05,0,s11_2,(WMS)MPA only
Granulicatella_adiacens,0.000799573,0.002247341,s11_2,shared
Granulicatella_elegans,0.000350472,0,s11_2,(WMS)MPA only
Granulicatella_sp001058355,0.000973,0.00215888,s11_2,shared
Haemophilus_A_parahaemolyticus,0.003735066,0.004206855,s11_2,shared
Haemophilus_A_sputorum,0.033947974,0.03756811,s11_2,shared
Haemophilus_D_parainfluenzae,0.093642632,0.022831429,s11_2,shared
Haemophilus_D_parainfluenzae_A,0,0.004368427,s11_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_J,0,0.00231216,s11_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_K,0,0.016265952,s11_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_L,0,0.005552934,s11_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_M,0,0.010408637,s11_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_N,0,0.006099396,s11_2,(WMS)2bRAD-M only
Haemophilus_D_sp001679485,0,0.015163691,s11_2,(WMS)2bRAD-M only
Haemophilus_D_sp001815355,0,0.006934897,s11_2,(WMS)2bRAD-M only
Haemophilus_D_sp900756875,0,0.007356959,s11_2,(WMS)2bRAD-M only
Haemophilus_D_sp900764435,0,0.002836025,s11_2,(WMS)2bRAD-M only
Haemophilus_haemolyticus,0,0.006431502,s11_2,(WMS)2bRAD-M only
Haemophilus_influenzae,0.002577999,0,s11_2,(WMS)MPA only
Haemophilus_seminalis,0.004938309,0,s11_2,(WMS)MPA only
Haemophilus_sp002998595,0,0.004505051,s11_2,(WMS)2bRAD-M only
Hornefia_nodata,0.008492819,0,s11_2,(WMS)MPA only
HOT-345_sp003260355,0,0.001481365,s11_2,(WMS)2bRAD-M only
HOT-345_sp013333295,0.004684978,0.003167471,s11_2,shared
JABCPE02_sp013333255,0.00325745,0.003014754,s11_2,shared
JABZIP01_sp015258265,0.001163664,0,s11_2,(WMS)MPA only
Lautropia_dentalis,0.004101071,0.004493181,s11_2,shared
Lautropia_mirabilis,0.014699912,0.010390218,s11_2,shared
Leptotrichia_A_sp000469505,0.001915571,0,s11_2,(WMS)MPA only
Leptotrichia_A_sp001274535,0.001204626,0,s11_2,(WMS)MPA only
Leptotrichia_buccalis,8.75E-05,0,s11_2,(WMS)MPA only
Mesocricetibacter_sp905373425,0.002528205,0,s11_2,(WMS)MPA only
Mogibacterium_timidum,0.0045656,0.005151835,s11_2,shared
Neisseria_cerebrosa,0,0.002433793,s11_2,(WMS)2bRAD-M only
Neisseria_elongata,0.002597256,0.00477288,s11_2,shared
Neisseria_flavescens,0,0.00156904,s11_2,(WMS)2bRAD-M only
Neisseria_flavescens_B,0,0.024480707,s11_2,(WMS)2bRAD-M only
Neisseria_flavescens_C,0,0.003291543,s11_2,(WMS)2bRAD-M only
Neisseria_lactamica_B,0,0.000858147,s11_2,(WMS)2bRAD-M only
Neisseria_macacae,0,0.001994225,s11_2,(WMS)2bRAD-M only
Neisseria_meningitidis,0,0.001018599,s11_2,(WMS)2bRAD-M only
Neisseria_mucosa,0.019362014,0.008341778,s11_2,shared
Neisseria_mucosa_A,0,0.003379552,s11_2,(WMS)2bRAD-M only
Neisseria_perflava,0,0.002153733,s11_2,(WMS)2bRAD-M only
Neisseria_sicca_A,0,0.002402134,s11_2,(WMS)2bRAD-M only
Neisseria_sicca_B,0.006808023,0.002498534,s11_2,shared
Neisseria_sicca_C,0,0.001800667,s11_2,(WMS)2bRAD-M only
Neisseria_sicca_D,0,0.003334453,s11_2,(WMS)2bRAD-M only
Neisseria_sp000090875,0.021503466,0.01510963,s11_2,shared
Neisseria_sp000186165,0,0.010252604,s11_2,(WMS)2bRAD-M only
Neisseria_sp000227275,0,0.002288354,s11_2,(WMS)2bRAD-M only
Neisseria_sp001809325,0,0.001306236,s11_2,(WMS)2bRAD-M only
Neisseria_subflava,0,0.023009642,s11_2,(WMS)2bRAD-M only
Neisseria_subflava_A,0,0.036384582,s11_2,(WMS)2bRAD-M only
Neisseria_subflava_C,0.142906344,0.017776851,s11_2,shared
Olsenella_sp001189515,0,9.67E-05,s11_2,(WMS)2bRAD-M only
Oribacterium_asaccharolyticum,0,0.000872671,s11_2,(WMS)2bRAD-M only
Oribacterium_sinus,0,0.002754834,s11_2,(WMS)2bRAD-M only
Ottowia_sp001262075,0,0.000358977,s11_2,(WMS)2bRAD-M only
Parvimonas_micra,0.002235294,0.004774189,s11_2,shared
Parvimonas_sp015257355,0.001852797,0,s11_2,(WMS)MPA only
Pauljensenia_meyeri,0,0.000594019,s11_2,(WMS)2bRAD-M only
Pauljensenia_odontolytica_B,0,0.00034291,s11_2,(WMS)2bRAD-M only
Pauljensenia_sp000278725,0.000558371,0.000889341,s11_2,shared
Pauljensenia_sp000466265,0,0.000278475,s11_2,(WMS)2bRAD-M only
Pauljensenia_sp001838165,0,0.000490143,s11_2,(WMS)2bRAD-M only
Pauljensenia_sp902373545,0,0.000250833,s11_2,(WMS)2bRAD-M only
Peptidiphaga_gingivicola,0,0.000209162,s11_2,(WMS)2bRAD-M only
Peptidiphaga_sp000466165,0,0.000536698,s11_2,(WMS)2bRAD-M only
Peptoanaerobacter_margaretiae,0,0.001365323,s11_2,(WMS)2bRAD-M only
Peptostreptococcus_sp900759325,2.65E-05,0,s11_2,(WMS)MPA only
Phocaeicola_abscessus,0,0.000283098,s11_2,(WMS)2bRAD-M only
Porphyromonas_catoniae,0.00302593,0.003298014,s11_2,shared
Porphyromonas_endodontalis,0.011212432,0.006976442,s11_2,shared
Porphyromonas_gingivalis,0.079926893,0.102254054,s11_2,shared
Porphyromonas_pasteri,0.055167041,0.047372545,s11_2,shared
Porphyromonas_sp000467855,0.004322058,0.003341445,s11_2,shared
Porphyromonas_sp003640335,0.001090143,0.001592728,s11_2,shared
Porphyromonas_sp905372525,0.004123947,0,s11_2,(WMS)MPA only
Prevotella_aurantiaca,0.004458139,0.003843322,s11_2,shared
Prevotella_baroniae,0.000864901,0.001476488,s11_2,shared
Prevotella_buccae,0,0.000270825,s11_2,(WMS)2bRAD-M only
Prevotella_conceptionensis,0.001072162,0.002276563,s11_2,shared
Prevotella_denticola,0,0.000744712,s11_2,(WMS)2bRAD-M only
Prevotella_enoeca,0.001493707,0.001826144,s11_2,shared
Prevotella_intermedia,0.020955521,0.028679669,s11_2,shared
Prevotella_jejuni,0,0.000541327,s11_2,(WMS)2bRAD-M only
Prevotella_koreensis,0.003120729,0.00256956,s11_2,shared
Prevotella_loescheii,0.000256098,0.000927215,s11_2,shared
Prevotella_maculosa,0,0.000318975,s11_2,(WMS)2bRAD-M only
Prevotella_melaninogenica,0.002881549,0.002889028,s11_2,shared
Prevotella_melaninogenica_A,0,0.006701556,s11_2,(WMS)2bRAD-M only
Prevotella_micans,0,0.000262873,s11_2,(WMS)2bRAD-M only
Prevotella_nanceiensis,0.001582868,0.001152319,s11_2,shared
Prevotella_nigrescens,0.000439313,0.001765715,s11_2,shared
Prevotella_oralis,0,0.000275628,s11_2,(WMS)2bRAD-M only
Prevotella_oris,0.00926441,0.008496688,s11_2,shared
Prevotella_oulorum,0,0.000254113,s11_2,(WMS)2bRAD-M only
Prevotella_pallens,0,0.000900923,s11_2,(WMS)2bRAD-M only
Prevotella_pleuritidis,0.004090963,0.006631939,s11_2,shared
Prevotella_seregens,0.002210929,0.00306005,s11_2,shared
Prevotella_shahii,0.002430852,0.002143707,s11_2,shared
Prevotella_sp000467895,0,0.000735231,s11_2,(WMS)2bRAD-M only
Prevotella_sp013333285,0,0.000554353,s11_2,(WMS)2bRAD-M only
Prevotella_sp013333935,0,0.000267421,s11_2,(WMS)2bRAD-M only
Prevotella_sp905372445,0.012100634,0,s11_2,(WMS)MPA only
Prevotella_veroralis,0,0.000884693,s11_2,(WMS)2bRAD-M only
Ralstonia_sp000620465,0,0.0005297,s11_2,(WMS)2bRAD-M only
Rothia_aeria,0.010637888,0.012556876,s11_2,shared
Rothia_dentocariosa,0.000190983,0.001504685,s11_2,shared
Rothia_mucilaginosa,0.012582399,0.00535095,s11_2,shared
Rothia_mucilaginosa_A,0,0.00043449,s11_2,(WMS)2bRAD-M only
Rothia_mucilaginosa_B,0,0.008102578,s11_2,(WMS)2bRAD-M only
Rothia_sp001808955,0,0.003665488,s11_2,(WMS)2bRAD-M only
Saccharimonas_sp013333675,0,0.000485784,s11_2,(WMS)2bRAD-M only
Saccharimonas_sp015257605,0.001722035,0,s11_2,(WMS)MPA only
Selenomonas_sputigena,0,0.000364508,s11_2,(WMS)2bRAD-M only
Slackia_exigua,0,0.000126461,s11_2,(WMS)2bRAD-M only
Streptococcus_cristatus,0.000846281,0,s11_2,(WMS)MPA only
Streptococcus_infantis,0.003707402,0,s11_2,(WMS)MPA only
Streptococcus_koreensis,0,0.008706122,s11_2,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.001516476,0,s11_2,(WMS)MPA only
Streptococcus_sanguinis,0.013200885,0.008927355,s11_2,shared
Streptococcus_sanguinis_H,0,0.005011262,s11_2,(WMS)2bRAD-M only
Streptococcus_symci,0.0078771,0,s11_2,(WMS)MPA only
Streptococcus_timonensis,0.001277508,0,s11_2,(WMS)MPA only
Streptococcus_xiaochunlingii,0.00214092,0,s11_2,(WMS)MPA only
Tannerella_forsythia,0.023544904,0.026931435,s11_2,shared
Tannerella_sp002890585,0,0.000529456,s11_2,(WMS)2bRAD-M only
Tannerella_sp003033925,0.000136507,0.00091277,s11_2,shared
Treponema_B_denticola,0.003636755,0.005952782,s11_2,shared
Treponema_B_denticola_A,0,0.003404791,s11_2,(WMS)2bRAD-M only
Treponema_C_lecithinolyticum,0.006359347,0.005175727,s11_2,shared
Treponema_C_maltophilum,0.000177896,0.000592554,s11_2,shared
Treponema_D_buccale,0,0.000247761,s11_2,(WMS)2bRAD-M only
Treponema_D_socranskii,0,0.000692657,s11_2,(WMS)2bRAD-M only
Treponema_D_sp014334325,0,0.000114599,s11_2,(WMS)2bRAD-M only
Treponema_D_sp905372235,0.000253225,0,s11_2,(WMS)MPA only
Treponema_medium,0,0.000436811,s11_2,(WMS)2bRAD-M only
Treponema_sp000775995,0,0.00050341,s11_2,(WMS)2bRAD-M only
Treponema_sp010365865,0,0.000717053,s11_2,(WMS)2bRAD-M only
Treponema_sp905373565,0.000278334,0,s11_2,(WMS)MPA only
Treponema_vincentii,0,0.000297715,s11_2,(WMS)2bRAD-M only
UBA1103_sp004138455,0,0.001126009,s11_2,(WMS)2bRAD-M only
UBA1103_sp013333515,0,0.00161436,s11_2,(WMS)2bRAD-M only
Veillonella_dispar_A,0,0.002977627,s11_2,(WMS)2bRAD-M only
Veillonella_parvula_A,0.000369729,0.002564357,s11_2,shared
Veillonella_rogosae,0.02261808,0.008453536,s11_2,shared
Veillonella_sp900552445,0,0.016461927,s11_2,(WMS)2bRAD-M only
Veillonella_tobetsuensis,0.00056135,0.001640945,s11_2,shared
W11650_sp002999035,0.002963581,0.001938022,s11_2,shared
W5053_sp000467935,0.002795155,0.003501199,s11_2,shared
Abiotrophia_defectiva,0.000446397,0.000341652,s11_6,shared
Abiotrophia_sp001815865,0.000409615,0.000269724,s11_6,shared
Acinetobacter_guillouiae,0,2.34E-05,s11_6,(WMS)2bRAD-M only
Acinetobacter_ursingii,0,2.94E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_dentalis,0.000644852,0.000333835,s11_6,shared
Actinomyces_gerencseriae,0.001000986,0.00090072,s11_6,shared
Actinomyces_graevenitzii,0.000726509,0.000680294,s11_6,shared
Actinomyces_israelii,0,2.02E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_johnsonii,0.000192513,0.000185571,s11_6,shared
Actinomyces_massiliensis,0.000774356,0.000858224,s11_6,shared
Actinomyces_naeslundii,0.000425291,0.00084102,s11_6,shared
Actinomyces_oris,0.001556703,0.000971919,s11_6,shared
Actinomyces_oris_A,0,0.001065487,s11_6,(WMS)2bRAD-M only
Actinomyces_oris_B,0,7.24E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_oris_C,0,9.78E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_oris_D,0,7.42E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_oris_E,0,0.001589087,s11_6,(WMS)2bRAD-M only
Actinomyces_sp000195595,0,3.90E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_sp000220835,0,2.22E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_sp001278845,0,0.0001941,s11_6,(WMS)2bRAD-M only
Actinomyces_sp002999235,6.90E-05,0.000163539,s11_6,shared
Actinomyces_sp900323545,0,3.72E-05,s11_6,(WMS)2bRAD-M only
Actinomyces_timonensis,2.51E-05,9.81E-05,s11_6,shared
Aggregatibacter_actinomycetemcomitans,0,0.000233925,s11_6,(WMS)2bRAD-M only
Aggregatibacter_aphrophilus,0,0.003061615,s11_6,(WMS)2bRAD-M only
Aggregatibacter_kilianii,0,0.001824544,s11_6,(WMS)2bRAD-M only
Aggregatibacter_segnis,0.010241924,0.016799969,s11_6,shared
Aggregatibacter_segnis_A,0,0.016215872,s11_6,(WMS)2bRAD-M only
Aggregatibacter_sp000466335,0.085918848,0.029906631,s11_6,shared
Allisonella_pneumosintes,2.24E-05,0.000139192,s11_6,shared
Alloprevotella_rava,8.21E-05,8.62E-05,s11_6,shared
Alloprevotella_sp000318095,0.001636618,0,s11_6,(WMS)MPA only
Alloprevotella_sp003639005,0.000991048,0,s11_6,(WMS)MPA only
Alloprevotella_sp015257125,0.006507026,0,s11_6,(WMS)MPA only
Alloprevotella_sp015259235,0.001391135,0,s11_6,(WMS)MPA only
Alloprevotella_sp900095835,0.000858266,0,s11_6,(WMS)MPA only
Alloprevotella_sp905369775,0.000490862,0,s11_6,(WMS)MPA only
Alloprevotella_sp905371275,0.004308749,0,s11_6,(WMS)MPA only
Alloprevotella_tannerae,0.005998439,0.005040836,s11_6,shared
Alternaria_alternata,0,9.76E-07,s11_6,(WMS)2bRAD-M only
Anaeroglobus_geminatus,0,4.91E-05,s11_6,(WMS)2bRAD-M only
Anaeroglobus_micronuciformis,6.62E-05,0.000120623,s11_6,shared
Aquitalea_magnusonii,0,3.13E-05,s11_6,(WMS)2bRAD-M only
Arachnia_propionica,0.000768516,0.00104128,s11_6,shared
Arachnia_rubra,0.000169461,0,s11_6,(WMS)MPA only
Arachnia_sp013333735,0,0.0002831,s11_6,(WMS)2bRAD-M only
Arachnia_sp013333945,0.000226221,0.000278221,s11_6,shared
Arachnia_sp900607225,0,7.50E-05,s11_6,(WMS)2bRAD-M only
Arachnia_sp905372155,0.00029087,0,s11_6,(WMS)MPA only
Aspergillus_sydowii,0,1.32E-06,s11_6,(WMS)2bRAD-M only
Bacillus_A_bombysepticus,0,1.52E-05,s11_6,(WMS)2bRAD-M only
Bacteroides_D_periocalifornicus,0,0.000254437,s11_6,(WMS)2bRAD-M only
Bacteroides_D_sp013333835,0.000238618,0,s11_6,(WMS)MPA only
Bergeyella_A_cardium,0.004767748,0.004482313,s11_6,shared
Brevibacillus_D_fluminis,3.67E-05,3.22E-05,s11_6,shared
Bulleidia_extructa,0.000155732,0.000148131,s11_6,shared
Bulleidia_moorei,0,0.000481776,s11_6,(WMS)2bRAD-M only
Bulleidia_sp015256455,0.000415865,0,s11_6,(WMS)MPA only
CAG-793_sp013333395,0.000446704,0,s11_6,(WMS)MPA only
CAJPNX01_sp905372165,0.022035223,0,s11_6,(WMS)MPA only
CAJPPJ01_sp905372515,0.000518218,0,s11_6,(WMS)MPA only
Campylobacter_A_concisus_I,0,0.000558121,s11_6,(WMS)2bRAD-M only
Campylobacter_A_concisus_T,0.000626206,0.000841255,s11_6,shared
Campylobacter_A_rectus,0.001077623,0.000735849,s11_6,shared
Campylobacter_A_showae,0,0.000144796,s11_6,(WMS)2bRAD-M only
Campylobacter_A_showae_A,0.00031464,0.000170008,s11_6,shared
Campylobacter_A_showae_B,0,0.000114742,s11_6,(WMS)2bRAD-M only
Campylobacter_A_showae_D,0,0.000103452,s11_6,(WMS)2bRAD-M only
Campylobacter_A_showae_E,0,0.000119819,s11_6,(WMS)2bRAD-M only
Campylobacter_A_sp014253065,0,0.000129485,s11_6,(WMS)2bRAD-M only
Campylobacter_B_gracilis,0.000854783,0.000228099,s11_6,shared
Campylobacter_B_sp900539505,0,0.000299925,s11_6,(WMS)2bRAD-M only
Capnocytophaga_bilenii,0.000195075,0,s11_6,(WMS)MPA only
Capnocytophaga_endodontalis,0,0.000801885,s11_6,(WMS)2bRAD-M only
Capnocytophaga_gingivalis,0.005181257,0.004487168,s11_6,shared
Capnocytophaga_granulosa,0.001188274,0.001214783,s11_6,shared
Capnocytophaga_leadbetteri,0.003525787,0.003077899,s11_6,shared
Capnocytophaga_ochracea,0.001185406,0.001600882,s11_6,shared
Capnocytophaga_sp000192225,4.15E-05,0.00018171,s11_6,shared
Capnocytophaga_sp000318275,0,0.000213143,s11_6,(WMS)2bRAD-M only
Capnocytophaga_sp000466425,2.96E-05,0.00013722,s11_6,shared
Capnocytophaga_sp905372595,0.001336527,0,s11_6,(WMS)MPA only
Capnocytophaga_sputigena,0.002868948,0.002600351,s11_6,shared
Cardiobacterium_hominis,0.001774727,0.001599378,s11_6,shared
Cardiobacterium_valvarum,0.000377137,0.000284573,s11_6,shared
Catonella_massiliensis,0.000341483,0,s11_6,(WMS)MPA only
Catonella_morbi,0.000288206,0.000213591,s11_6,shared
Centipeda_artemidis,0,3.86E-05,s11_6,(WMS)2bRAD-M only
Centipeda_felix,0,3.60E-05,s11_6,(WMS)2bRAD-M only
Centipeda_infelix,0,5.49E-05,s11_6,(WMS)2bRAD-M only
Centipeda_massiliensis,0,2.22E-05,s11_6,(WMS)2bRAD-M only
Centipeda_noxia,0.000123971,0.00021345,s11_6,shared
Centipeda_periodontii,0,3.79E-05,s11_6,(WMS)2bRAD-M only
Centipeda_sp000286455,0,2.67E-05,s11_6,(WMS)2bRAD-M only
Centipeda_sp000318175,0,2.93E-05,s11_6,(WMS)2bRAD-M only
Centipeda_sp000468035,0,2.68E-05,s11_6,(WMS)2bRAD-M only
Centipeda_sp001683335,0,4.96E-05,s11_6,(WMS)2bRAD-M only
Centipeda_sp001717585,0,2.69E-05,s11_6,(WMS)2bRAD-M only
Corynebacterium_durum,0.005034439,0.004172313,s11_6,shared
Corynebacterium_kefirresidentii,0,3.76E-05,s11_6,(WMS)2bRAD-M only
Corynebacterium_matruchotii,0.011988476,0.012007477,s11_6,shared
Cutibacterium_acnes,0.000850275,0.001023043,s11_6,shared
Cutibacterium_granulosum,0,3.71E-05,s11_6,(WMS)2bRAD-M only
Desulfovibrio_sp000403945,0,5.56E-05,s11_6,(WMS)2bRAD-M only
Desulfovibrio_sp003860215,1.23E-06,2.23E-05,s11_6,shared
Dialister_invisus,0.001517155,0.001689988,s11_6,shared
Eikenella_corrodens,0.001578423,0.001964979,s11_6,shared
Eikenella_corrodens_B,0,0.000313222,s11_6,(WMS)2bRAD-M only
Eikenella_exigua,0,0.000166155,s11_6,(WMS)2bRAD-M only
Eikenella_halliae,0.000647004,0.000458121,s11_6,shared
Eikenella_longinqua,0,5.97E-05,s11_6,(WMS)2bRAD-M only
Eikenella_shayeganii,0,0.000120687,s11_6,(WMS)2bRAD-M only
Eubacterium_A_nodatum,0,0.000167779,s11_6,(WMS)2bRAD-M only
Eubacterium_B_infirmum,0.000174071,0.000209405,s11_6,shared
Eubacterium_M_brachy,0.00075786,0.000664402,s11_6,shared
Eubacterium_N_saphenum,0.000200402,0.000189214,s11_6,shared
F0040_sp000318095,0,0.001390768,s11_6,(WMS)2bRAD-M only
F0040_sp003639005,0,0.001070905,s11_6,(WMS)2bRAD-M only
F0040_sp003859795,0,3.18E-05,s11_6,(WMS)2bRAD-M only
F0040_sp900095835,0,0.001102815,s11_6,(WMS)2bRAD-M only
F0058_sp000163695,0.003227233,0.002119727,s11_6,shared
F0058_sp905372605,0.000184317,0,s11_6,(WMS)MPA only
F0422_sp001553345,0.004957802,0.00562688,s11_6,shared
F0428_sp003043955,0,4.68E-05,s11_6,(WMS)2bRAD-M only
